gene,log2FoldChange,pvalue,ctrl_mean,mut_mean,ctrl_detection_rate,mut_detection_rate,ctrl_cells,mut_cells,padj,time_point,abs_log2FC,-log10_padj,significant,regulation
Mdh2,-2.1834192,6.431241501036572e-25,16.08824,3.5418801,0.26408544726301736,0.15422885572139303,3745,3015,8.275673025862154e-24,e16,2.1834192,23.082196676762834,True,downregulated
Map2,-1.5877982,1.4215022367160505e-24,17.640612,5.8686566,0.37623497997329775,0.24510779436152572,3745,3015,1.7953046767413824e-23,e16,1.5877982,22.745861837782538,True,downregulated
Eomes,-1.2017462,1.6364951029953038e-24,31.505272,13.6968775,0.12843791722296397,0.05373134328358209,3745,3015,2.0292539277141767e-23,e16,1.2017462,22.692663604763126,True,downregulated
Plxna2,-0.060912885,8.254660816985801e-24,52.10705,49.95281,0.6720961281708945,0.5233830845771145,3745,3015,1.0052997637829137e-22,e16,0.060912885,21.997704419492006,False,not_significant
Sall1,-1.6376277,9.706519676584145e-24,18.877573,6.0669594,0.23097463284379172,0.13333333333333333,3745,3015,1.1613765648123487e-22,e16,1.6376277,21.9350269417566,True,downregulated
Hes5,-2.4912124,1.268816728088424e-23,17.08326,3.0383732,0.13671562082777036,0.061028192371475956,3745,3015,1.4919534630281125e-22,e16,2.4912124,21.826244723153764,True,downregulated
Fgfr3,,3.3948738710745395e-23,12.6776905,-1.9084674,0.09158878504672897,0.03150912106135987,3745,3015,3.9242440340217555e-22,e16,,21.406243993306962,False,not_significant
Frrs1l,,6.01100423398972e-23,6.753921,-6.481502,0.30921228304405873,0.19369817578772802,3745,3015,6.794423416876569e-22,e16,,21.16784739213141,False,not_significant
Cplx2,,6.077123584009835e-23,7.9477596,-5.0521836,0.417890520694259,0.2915422885572139,3745,3015,6.794423416876569e-22,e16,,21.16784739213141,False,not_significant
Jam3,-1.2146643,6.48918356039318e-23,21.263826,9.162015,0.21762349799732977,0.12172470978441127,3745,3015,7.138101916432498e-22,e16,1.2146643,21.146417255563847,True,downregulated
Lrrc4c,,8.329603046235461e-23,9.752905,-3.1644673,0.19706275033377837,0.10713101160862355,3745,3015,9.017125837353309e-22,e16,,21.044931869541244,False,not_significant
Mfge8,-1.8085757,3.663445319608648e-22,16.185472,4.620509,0.25313751668891854,0.15223880597014924,3745,3015,3.903858918707966e-21,e16,1.8085757,20.408505885660507,True,downregulated
Meis2,-0.5603285,3.7391052156032665e-22,26.417196,17.914762,0.3959946595460614,0.2766169154228856,3745,3015,3.923184241602197e-21,e16,0.5603285,20.406361295940744,False,not_significant
Tnfrsf19,-0.31307185,4.761240032013684e-22,38.390934,30.901863,0.4384512683578104,0.3054726368159204,3745,3015,4.919948033080807e-21,e16,0.31307185,20.308039484441064,False,not_significant
Ppp3cb,,4.857942879747888e-22,9.984909,-2.848115,0.4389853137516689,0.29718076285240463,3745,3015,4.944950811922477e-21,e16,,20.30583802402977,False,not_significant
Plcb1,-0.54798067,5.639734090460642e-22,27.151196,18.57079,0.5271028037383177,0.38407960199004976,3745,3015,5.6563215436678795e-21,e16,0.54798067,20.247465910266424,False,not_significant
Atp6v0a1,-0.51756275,6.2425399953067175e-22,26.57797,18.566067,0.563150867823765,0.42255389718076286,3745,3015,6.170162719998814e-21,e16,0.51756275,20.209703382568748,False,not_significant
Ccdc88a,-0.7826805,8.25864164934915e-22,21.708942,12.6191,0.5492656875834446,0.40829187396351574,3745,3015,8.046276578365885e-21,e16,0.7826805,20.094405043304196,True,downregulated
Scrib,-0.10123847,2.2321612925419286e-21,43.67046,40.711018,0.5692923898531376,0.4437810945273632,3745,3015,2.1441323964980214e-20,e16,0.10123847,19.668748401211896,False,not_significant
Pax2,2.3717372,2.9818816805058482e-21,8.342589,43.17824,0.03658210947930574,0.09087893864013268,3745,3015,2.824504591812484e-20,e16,2.3717372,19.54905771489218,False,not_significant
Cenpe,-1.0140685,4.110704951693563e-21,25.385336,12.569496,0.14899866488651536,0.07263681592039802,3745,3015,3.8404120233630274e-20,e16,1.0140685,19.41562217931118,True,downregulated
Dlg1,-0.29489416,6.068069464734471e-21,39.489826,32.189426,0.39359145527369827,0.2703150912106136,3745,3015,5.592464020201229e-20,e16,0.29489416,19.252396801308816,False,not_significant
Ptprf,-0.7362056,8.775017823633269e-21,29.777758,17.87607,0.19893190921228304,0.112106135986733,3745,3015,7.979416207623853e-20,e16,0.7362056,19.098028881466565,False,not_significant
Limk1,-0.3284438,1.4036424204382198e-20,33.104816,26.364511,0.582109479305741,0.4298507462686567,3745,3015,1.2595843825511393e-19,e16,0.3284438,18.899772732771847,False,not_significant
Dll1,-1.3742406,1.4399384157531252e-20,21.64052,8.347954,0.11748998664886515,0.05107794361525705,3745,3015,1.2753740253813394e-19,e16,1.3742406,18.894362432219726,True,downregulated
Bcl11b,-0.86809593,1.6589148912271696e-20,22.671974,12.421282,0.23391188251001335,0.14063018242122718,3745,3015,1.4504871228422177e-19,e16,0.86809593,18.8384861224307,True,downregulated
Slc38a2,-0.6233603,1.8065741657527122e-20,27.294855,17.71865,0.28437917222963954,0.18175787728026535,3745,3015,1.5595994696751263e-19,e16,0.6233603,18.80698692116115,False,not_significant
Slitrk1,-2.0185518,5.235812681484775e-20,14.210347,3.5071962,0.27076101468624836,0.17346600331674958,3745,3015,4.46353031096577e-19,e16,2.0185518,18.350321511670792,True,downregulated
Sema4c,-0.2957028,6.868174660962052e-20,38.937565,31.721476,0.3732977303070761,0.25339966832504146,3745,3015,5.782833479970518e-19,e16,0.2957028,18.237859313276754,False,not_significant
Rtn4,-1.0017949,9.546055471876609e-20,19.193047,9.584591,0.36902536715620826,0.2517412935323383,3745,3015,7.939524185146155e-19,e16,1.0017949,18.100205524015898,True,downregulated
Sema4g,-0.098049484,1.2373179261069595e-19,52.018135,48.6003,0.44913217623498,0.33499170812603646,3745,3015,1.0166877416927065e-18,e16,0.098049484,17.99281241274404,False,not_significant
Neurod6,-0.50700974,1.260022215983076e-19,29.632414,20.85172,0.5265687583444593,0.3701492537313433,3745,3015,1.0230180372624497e-18,e16,0.50700974,17.99011670899117,False,not_significant
Nlgn2,-0.212998,2.131058034358065e-19,30.271378,26.116405,0.8208277703604806,0.694195688225539,3745,3015,1.7098606816849416e-18,e16,0.212998,17.767039274192847,False,not_significant
Ttc28,0.008582667,2.414743076382972e-19,64.25358,64.63696,0.6777036048064086,0.5207296849087893,3745,3015,1.9149474163874267e-18,e16,0.008582667,17.717843147066805,False,not_significant
Nfib,-0.5614552,3.9706218620520313e-19,26.942877,18.256987,0.9457943925233645,0.7960199004975125,3745,3015,3.112602425194811e-18,e16,0.5614552,17.506876348501823,False,not_significant
Igfbpl1,-0.101520665,6.138009298257047e-19,56.026478,52.219482,0.5738317757009346,0.4079601990049751,3745,3015,4.756957206149211e-18,e16,0.101520665,17.322670755499765,False,not_significant
Kcnq3,-0.9367601,7.454411377737283e-19,20.921,10.929229,0.29265687583444594,0.1890547263681592,3745,3015,5.712256808558233e-18,e16,0.9367601,17.24319227601608,True,downregulated
Id4,-2.8555155,8.986159815100035e-19,11.728865,1.6205415,0.21255006675567423,0.12172470978441127,3745,3015,6.809512215442472e-18,e16,2.8555155,17.166883996711142,True,downregulated
Stx1b,,1.6855488457128546e-18,7.5309033,-4.387075,0.4144192256341789,0.2922056384742952,3745,3015,1.2632355085452383e-17,e16,,16.89851567515578,False,not_significant
Vim,-0.15873148,4.146421784676708e-18,39.159954,35.07997,0.6528704939919893,0.5011608623548922,3745,3015,3.0737604969016466e-17,e16,0.15873148,16.51232997513369,False,not_significant
Cd99l2,-0.47028884,5.06566887031815e-18,27.033073,19.513014,0.34632843791722295,0.24046434494195687,3745,3015,3.71482383823331e-17,e16,0.47028884,16.43006177622297,False,not_significant
Lhx1,1.9216714,5.912343466911564e-18,11.463875,43.432236,0.05794392523364486,0.11475953565505805,3745,3015,4.2895938770571134e-17,e16,1.9216714,16.367583823270326,True,upregulated
Fbxo45,-0.95636487,1.0576634885980248e-17,18.8181,9.697979,0.27636849132176233,0.1771144278606965,3745,3015,7.592910518145821e-17,e16,0.95636487,16.119591718218288,True,downregulated
Depdc5,-0.35959762,2.949334539546576e-17,30.582035,23.835085,0.43524699599465955,0.30646766169154227,3745,3015,2.0952564124695465e-16,e16,0.35959762,15.67876282152516,False,not_significant
Gng10,1.9370028,3.43080757763209e-17,8.803496,33.709408,0.09238985313751669,0.1558872305140962,3745,3015,2.412176049427923e-16,e16,1.9370028,15.617590998975935,True,upregulated
Nipbl,-0.20562232,6.354103052484308e-17,34.330685,29.770353,0.5700934579439252,0.43913764510779435,3745,3015,4.421937022239079e-16,e16,0.20562232,15.354387446987703,False,not_significant
Trak2,-3.214298,6.681072516497526e-17,11.405252,1.2288667,0.22376502002670226,0.13930348258706468,3745,3015,4.602516622476073e-16,e16,3.214298,15.337004634320612,True,downregulated
Dlg3,-0.6220512,7.273800285063778e-17,23.258087,15.11186,0.28197596795727636,0.18640132669983417,3745,3015,4.960731794413496e-16,e16,0.6220512,15.304454252777354,False,not_significant
Jun,-0.62266326,9.084389471326745e-17,23.793938,15.453469,0.26889185580774366,0.1747927031509121,3745,3015,6.134211504400831e-16,e16,0.62266326,15.212241253849033,False,not_significant
Dcx,-0.5191711,1.1347828043864015e-16,25.312012,17.66203,0.2929238985313752,0.191044776119403,3745,3015,7.587469339132606e-16,e16,0.5191711,15.119903050891635,False,not_significant
Atp6v1h,-2.2709267,1.341278777425494e-16,12.411745,2.5716732,0.2109479305740988,0.1310116086235489,3745,3015,8.881088603924144e-16,e16,2.2709267,15.051533797092937,True,downregulated
Zyg11b,-0.4148356,1.4368105982730295e-16,26.779835,20.087687,0.3671562082777036,0.25870646766169153,3745,3015,9.422161807905828e-16,e16,0.4148356,15.025849441842931,False,not_significant
Ctnnb1,-0.059232976,1.676174813165978e-16,44.10732,42.33307,0.7965287049399199,0.6444444444444445,3745,3015,1.0887154500754257e-15,e16,0.059232976,14.963085613917393,False,not_significant
Syt2,2.4668834,2.110505510671529e-16,5.4098353,29.908178,0.041922563417890524,0.08988391376451078,3745,3015,1.3578912813943235e-15,e16,2.4668834,14.867135000144346,False,not_significant
Parp1,-0.42797637,2.9708254878492166e-16,25.659868,19.073074,0.48544726301735647,0.35953565505804314,3745,3015,1.893554189451557e-15,e16,0.42797637,14.722722261790562,False,not_significant
Stx16,-0.17971312,3.522339435347941e-16,35.877083,31.675106,0.5612817089452603,0.4295190713101161,3745,3015,2.2242921249141626e-15,e16,0.17971312,14.652808175764966,False,not_significant
Coro2b,-0.15367061,3.830806007930588e-16,39.337276,35.36265,0.4267022696929239,0.31840796019900497,3745,3015,2.396889630650148e-15,e16,0.15367061,14.620351963422822,False,not_significant
Ankrd11,-0.36907715,6.269245055153884e-16,26.012413,20.14083,0.7799732977303071,0.6474295190713101,3745,3015,3.886931934195408e-15,e16,0.36907715,14.410393064427176,False,not_significant
Smo,-0.09536565,7.308756580191985e-16,47.146805,44.131058,0.4162883845126836,0.30646766169154227,3745,3015,4.490605394316157e-15,e16,0.09536565,14.347695106282302,False,not_significant
Grk3,1.4532076,9.344677508856025e-16,12.607178,34.52049,0.19279038718291056,0.2746268656716418,3745,3015,5.690241125928401e-15,e16,1.4532076,14.244869329836677,True,upregulated
Set,-1.1500609,1.1685663238489654e-15,15.942567,7.1838193,0.20934579439252338,0.13001658374792704,3745,3015,7.0527631226990656e-15,e16,1.1500609,14.15164070232189,True,downregulated
Sema5b,-0.29077762,1.971588525201925e-15,36.51581,29.85026,0.26275033377837115,0.17446102819237147,3745,3015,1.1794941878839588e-14,e16,0.29077762,13.928304194817507,False,not_significant
Dyrk1a,-0.9307071,2.002702633046294e-15,17.150482,8.997163,0.4205607476635514,0.3081260364842454,3745,3015,1.1876897354239762e-14,e16,0.9307071,13.925296996890085,True,downregulated
Wdr47,-0.2955319,2.1191432755328106e-15,30.780344,25.078959,0.35460614152202935,0.2507462686567164,3745,3015,1.245910098201187e-14,e16,0.2955319,13.904513294164616,False,not_significant
Nr4a3,-0.3044413,2.2021815696716042e-15,33.51494,27.138914,0.34979973297730305,0.24145936981757876,3745,3015,1.2836648124068668e-14,e16,0.3044413,13.89154836343688,False,not_significant
Sdc3,-0.5328485,3.1321450894714158e-15,20.09781,13.891379,0.47823765020026704,0.3747927031509121,3745,3015,1.8102736873046657e-14,e16,0.5328485,13.742255761097278,False,not_significant
Chd2,-0.23253898,3.570475351782596e-15,30.167732,25.676832,0.577570093457944,0.45339966832504147,3745,3015,2.0462724285006137e-14,e16,0.23253898,13.689036547398855,False,not_significant
Mdga1,-0.019090362,4.878883920443044e-15,48.46611,47.82901,0.5423230974632843,0.4122719734660033,3745,3015,2.7728323614517967e-14,e16,0.019090362,13.557076385992707,False,not_significant
Kcnh7,-0.34659597,8.949455328552608e-15,30.440956,23.939909,0.2753004005340454,0.18839137645107795,3745,3015,5.0442384579114697e-14,e16,0.34659597,13.297204391070558,False,not_significant
Cldn5,2.6144488,1.4452434997486532e-14,3.0090969,18.427383,0.10520694259012016,0.16849087893864012,3745,3015,8.079148088758864e-14,e16,2.6144488,13.092634431286902,True,upregulated
Nlgn1,-1.1884166,2.1968376651846307e-14,15.037495,6.5982146,0.21495327102803738,0.13864013266998343,3745,3015,1.212503526603873e-13,e16,1.1884166,12.916316989564978,True,downregulated
Idh2,-0.077226885,2.2045518665524964e-14,38.84927,36.824364,0.6170894526034713,0.48623548922056387,3745,3015,1.212503526603873e-13,e16,0.077226885,12.916316989564978,False,not_significant
Plxna3,-0.36699128,2.6521767201701122e-14,33.818893,26.223099,0.20053404539385847,0.1263681592039801,3745,3015,1.4470276185248132e-13,e16,0.36699128,12.839523179690598,False,not_significant
Col3a1,1.4686539,3.238761478176389e-14,13.94523,38.59531,0.10787716955941255,0.17280265339966833,3745,3015,1.7530439112034107e-13,e16,1.4686539,12.756207205324065,True,upregulated
Fubp1,-0.83435905,3.356909559957487e-14,17.750868,9.955257,0.2,0.1253731343283582,3745,3015,1.8026868660559102e-13,e16,0.83435905,12.744079705420992,True,downregulated
Crmp1,-0.39753297,4.088177409509036e-14,21.72856,16.495352,0.5305740987983979,0.42719734660033165,3745,3015,2.1782320260040334e-13,e16,0.39753297,12.661895860922705,False,not_significant
Prex2,3.3144746,7.29549778943781e-14,1.7402198,17.312523,0.07690253671562083,0.12935323383084577,3745,3015,3.8569996065089816e-13,e16,3.3144746,12.41375040544067,True,upregulated
Sema4b,-0.57567775,1.292042393523268e-13,23.111101,15.506878,0.157543391188251,0.09220563847429519,3745,3015,6.778253172175914e-13,e16,0.57567775,12.168882214013605,False,not_significant
Rgma,-0.32541353,1.525771094279333e-13,26.469984,21.12489,0.32176234979973295,0.23714759535655058,3745,3015,7.943327376324466e-13,e16,0.32541353,12.099997538067338,False,not_significant
Nectin1,-0.58020216,3.3009436955980286e-13,21.281626,14.234642,0.22830440587449932,0.1572139303482587,3745,3015,1.6926643612013952e-12,e16,0.58020216,11.771429149705114,False,not_significant
Dio2,,3.276200992928968e-13,9.954523,-0.03532743,0.09238985313751669,0.045771144278606964,3745,3015,1.6926643612013952e-12,e16,,11.771429149705114,False,not_significant
Stxbp6,,3.5603636287352247e-13,8.209292,-1.3325033,0.09879839786381843,0.050082918739635156,3745,3015,1.8120656677592712e-12,e16,,11.741826067901629,False,not_significant
Ntn3,2.454123,3.898312315723586e-13,4.9157276,26.937199,0.022963951935914554,0.056716417910447764,3745,3015,1.969369629128508e-12,e16,2.454123,11.705672763889686,False,not_significant
Itgb8,-1.3075267,5.178645588126991e-13,15.355629,6.2038727,0.12443257676902536,0.07064676616915423,3745,3015,2.596938449340153e-12,e16,1.3075267,11.585538343566196,True,downregulated
Syne2,0.14022987,5.365653340909929e-13,53.508236,58.970394,0.77543391188251,0.6597014925373135,3745,3015,2.6710770645989578e-12,e16,0.14022987,11.57331358174753,False,not_significant
Flna,-0.028080067,6.653012015761265e-13,36.87424,36.163475,0.8002670226969293,0.6769485903814262,3745,3015,3.2879378222820168e-12,e16,0.028080067,11.483076403934646,False,not_significant
Btg1,-0.3910196,7.415461628282211e-13,23.29152,17.76189,0.29559412550066755,0.21061359867330018,3745,3015,3.638377575890984e-12,e16,0.3910196,11.439092233635064,False,not_significant
Sox9,-1.059485,8.553014204841832e-13,14.400129,6.9092298,0.3193591455273698,0.23250414593698177,3745,3015,4.166539776930092e-12,e16,1.059485,11.380224467715973,True,downregulated
Fgf12,,1.1968956272291065e-12,-1.9513842,10.195555,0.03391188251001335,0.07131011608623548,3745,3015,5.789239842342203e-12,e16,,11.237378457680036,False,not_significant
Lmnb2,-0.10023844,1.864322803888709e-12,42.842014,39.966408,0.31882510013351134,0.2308457711442786,3745,3015,8.954001072197883e-12,e16,0.10023844,11.047982857947929,False,not_significant
Bin1,-0.86883616,2.027357766603644e-12,16.037512,8.781956,0.6742323097463284,0.5558872305140962,3745,3015,9.668937040725072e-12,e16,0.86883616,11.014621267666929,True,downregulated
Unc13c,5.850446,2.487950423954505e-12,0.2566306,14.80704,0.03791722296395193,0.07595356550580432,3745,3015,1.1783209646784531e-11,e16,5.850446,10.928736395285547,False,not_significant
Tet2,-0.60810757,2.5220591812190175e-12,19.114733,12.540349,0.6162883845126835,0.49286898839137644,3745,3015,1.1862374907526689e-11,e16,0.60810757,10.92582835431237,False,not_significant
Cadm1,-2.6988478,2.540754727916915e-12,9.670736,1.4894483,0.5110814419225634,0.4043117744610282,3745,3015,1.1868457016707781e-11,e16,2.6988478,10.925605738727553,True,downregulated
Tuba1a,-1.5944293,2.8844550941249735e-12,11.9359665,3.9526336,0.13671562082777036,0.0812603648424544,3745,3015,1.338230186526008e-11,e16,1.5944293,10.873469177943502,True,downregulated
Bhlhe22,-0.19529113,3.9060195357150526e-12,32.908283,28.741983,0.33137516688918556,0.23714759535655058,3745,3015,1.7999360292957202e-11,e16,0.19529113,10.744742929684229,False,not_significant
Rasa1,-0.27434978,4.4071516135714654e-12,27.803217,22.988337,0.2841121495327103,0.2019900497512438,3745,3015,2.0172331546682815e-11,e16,0.27434978,10.695243902514116,False,not_significant
Camk2b,,7.180222079397259e-12,6.214127,-2.6021032,0.3068090787716956,0.2351575456053068,3745,3015,3.264607638765954e-11,e16,,10.486169007515505,False,not_significant
Gnai3,-0.5557178,7.820513165464868e-12,18.888517,12.850207,0.2534045393858478,0.175787728026534,3745,3015,3.532178793938437e-11,e16,0.5557178,10.451957321160274,False,not_significant
Pld4,2.2697284,8.897862102644267e-12,4.1294837,19.913708,0.06728971962616823,0.11343283582089553,3745,3015,3.9923302328969674e-11,e16,2.2697284,10.398773542436476,True,upregulated
Pafah1b1,-1.8722347,1.2949525900298335e-11,11.350252,3.1003213,0.08971962616822429,0.046102819237147596,3745,3015,5.755340825780682e-11,e16,1.8722347,10.239928952768683,False,not_significant
Boc,-0.14636339,1.299593089692412e-11,40.118732,36.248283,0.25634178905206945,0.17844112769485904,3745,3015,5.755340825780682e-11,e16,0.14636339,10.239928952768683,False,not_significant
Slc38a1,-0.05963998,1.4773172352984566e-11,34.33708,32.94655,0.5489986648865154,0.43482587064676614,3745,3015,6.500195835313209e-11,e16,0.05963998,10.187073558908729,False,not_significant
Sox2,-1.4235356,1.7445721228992577e-11,11.197944,4.1745663,0.30654205607476637,0.22354892205638474,3745,3015,7.626911460367268e-11,e16,1.4235356,10.117651295239334,True,downregulated
Psen1,-0.32346156,1.8128214007842838e-11,26.779692,21.400993,0.21815754339118826,0.14925373134328357,3745,3015,7.874803791941921e-11,e16,0.32346156,10.103760258254361,False,not_significant
Ap2a1,-0.17286988,2.4056306577680692e-11,28.171,24.989826,0.38264352469959945,0.2991708126036484,3745,3015,1.0383798155682426e-10,e16,0.17286988,9.983643762447144,False,not_significant
Atp6v0c,,2.990963358807995e-11,7.531957,-0.8618134,0.1596795727636849,0.10414593698175788,3745,3015,1.2829163589352533e-10,e16,,9.891801656982025,False,not_significant
Chrna1,3.1060984,3.2003572603225184e-11,2.0084977,17.294188,0.025100133511348464,0.05638474295190713,3745,3015,1.3641522822124733e-10,e16,3.1060984,9.865137146077602,False,not_significant
Mcm2,-0.73397344,4.8286384523092704e-11,20.264952,12.184216,0.10307076101468625,0.05737976782752902,3745,3015,2.0454232450154796e-10,e16,0.73397344,9.689216812861607,False,not_significant
Atp6v0b,-0.66842926,6.963436003396773e-11,17.154524,10.793478,0.20026702269692923,0.13665008291873965,3745,3015,2.9315205890843203e-10,e16,0.66842926,9.532907051267925,False,not_significant
Itga9,-0.384791,7.218549856630396e-11,27.735323,21.242205,0.16208277703604806,0.10580431177446104,3745,3015,3.020276688479712e-10,e16,0.384791,9.519953269368798,False,not_significant
Gria3,,8.179601691074756e-11,4.814539,-3.7842789,0.1198931909212283,0.07230514096185738,3745,3015,3.4015172886054776e-10,e16,,9.468327317345814,False,not_significant
Spop,-0.37018207,9.439103923680957e-11,21.255934,16.445395,0.33190921228304404,0.248424543946932,3745,3015,3.901496288454795e-10,e16,0.37018207,9.408768801898354,False,not_significant
Itgb1,-0.27182382,1.3494235791626123e-10,24.072554,19.938618,0.3484646194926569,0.2600331674958541,3745,3015,5.544017355354829e-10,e16,0.27182382,9.256175418850248,False,not_significant
Sun2,-0.029714586,1.5038447825748027e-10,39.370743,38.568134,0.3663551401869159,0.2822553897180763,3745,3015,6.141449950395302e-10,e16,0.029714586,9.211729083074552,False,not_significant
Efna4,-0.25693083,1.607906494349347e-10,34.93295,29.234211,0.16475300400534046,0.10845771144278607,3745,3015,6.527334697299135e-10,e16,0.25693083,9.18526411773709,False,not_significant
Pdpk1,-0.27271748,2.418687706561767e-10,24.181105,20.016125,0.27957276368491324,0.20298507462686566,3745,3015,9.7606213957108e-10,e16,0.27271748,9.010522532729036,False,not_significant
Cul1,-0.034525,2.711367399268164e-10,32.709576,31.936098,0.5345794392523364,0.433167495854063,3745,3015,1.0877368037064046e-09,e16,0.034525,8.963476176812312,False,not_significant
Unc5a,-1.3591356,3.126900445389069e-10,10.319135,4.0225616,0.1356475300400534,0.08291873963515754,3745,3015,1.2471029846522486e-09,e16,1.3591356,8.90409768138959,True,downregulated
Numb,-0.21730788,3.2770819084025524e-10,30.721802,26.425943,0.20987983978638183,0.1472636815920398,3745,3015,1.299401082285198e-09,e16,0.21730788,8.886256775841934,False,not_significant
Dync1i1,,5.627794612254699e-10,6.2250867,-1.8906662,0.12443257676902536,0.07694859038142621,3745,3015,2.2185872402067658e-09,e16,,8.653923489104079,False,not_significant
Cd9,-1.1049354,5.745748122962324e-10,14.22737,6.614636,0.09692923898531375,0.055058043117744614,3745,3015,2.2520690918737386e-09,e16,1.1049354,8.647418289771304,False,not_significant
Neurod1,-0.19689901,8.216972788787503e-10,26.240366,22.89272,0.30520694259012016,0.23117744610281923,3745,3015,3.202271681116044e-09,e16,0.19689901,8.494541825257361,False,not_significant
Chd7,-0.14746593,8.675720768414181e-10,26.422434,23.855095,0.5650200267022697,0.4597014925373134,3745,3015,3.330965498759493e-09,e16,0.14746593,8.47742986559041,False,not_significant
Asxl3,-0.11204481,8.596117448679026e-10,29.144556,26.96675,0.3746328437917223,0.2872305140961857,3745,3015,3.330965498759493e-09,e16,0.11204481,8.47742986559041,False,not_significant
Cacna1b,-0.11838627,8.693722269489586e-10,27.300322,25.149534,0.3829105473965287,0.3044776119402985,3745,3015,3.330965498759493e-09,e16,0.11838627,8.47742986559041,False,not_significant
Ephb3,-0.1570919,9.00521599455181e-10,36.401634,32.646114,0.1930574098798398,0.13266998341625208,3745,3015,3.411976282380186e-09,e16,0.1570919,8.466993996398774,False,not_significant
Arhgef7,-0.0871979,8.962958634826944e-10,30.188475,28.4179,0.37222963951935917,0.2872305140961857,3745,3015,3.411976282380186e-09,e16,0.0871979,8.466993996398774,False,not_significant
Mdk,-0.13086885,9.298833720083242e-10,34.96127,31.929472,0.236849132176235,0.17213930348258707,3745,3015,3.5037594459098187e-09,e16,0.13086885,8.455465718400125,False,not_significant
Arhgap32,-0.33124948,9.457656792903577e-10,20.77298,16.511356,0.3292389853137517,0.24875621890547264,3745,3015,3.544023039978154e-09,e16,0.33124948,8.450503463392534,False,not_significant
Trp53,-0.6446422,1.0657400160764675e-09,19.701923,12.602364,0.10120160213618158,0.05903814262023217,3745,3015,3.971774267563666e-09,e16,0.6446422,8.401015442235389,False,not_significant
Neurog2,-0.05543144,1.1598164449843227e-09,40.62919,39.097736,0.2702269692923899,0.19303482587064677,3745,3015,4.29888486673537e-09,e16,0.05543144,8.36664418605561,False,not_significant
Dab1,-0.656493,1.501193864912448e-09,15.595446,9.894041,0.18050734312416555,0.12205638474295191,3745,3015,5.53413089659616e-09,e16,0.656493,8.256950572879001,False,not_significant
Homer2,2.4138165,1.7382006716492577e-09,3.9902718,21.263445,0.03951935914552737,0.07164179104477612,3745,3015,6.373402462713945e-09,e16,2.4138165,8.195628656160483,False,not_significant
Arhgef12,-0.35957125,2.220537306018929e-09,19.804283,15.435383,0.4931909212283044,0.3940298507462687,3745,3015,8.098430174892566e-09,e16,0.35957125,8.091599157967686,False,not_significant
Pik3ca,-0.1623944,2.2825278741801773e-09,25.742523,23.001997,0.33858477970627504,0.25538971807628524,3745,3015,8.280234096760005e-09,e16,0.1623944,8.081957384773823,False,not_significant
Vcam1,-0.6804777,2.3883717732455092e-09,16.369955,10.214175,0.11855807743658212,0.07330016583747927,3745,3015,8.618357403986441e-09,e16,0.6804777,8.064575499646512,False,not_significant
Mecp2,-0.26526928,2.58522722700189e-09,23.426134,19.49156,0.23097463284379172,0.16616915422885573,3745,3015,9.279605099027839e-09,e16,0.26526928,8.032470505134832,False,not_significant
Cdk1,-0.90703726,2.9019169994873136e-09,17.751862,9.466697,0.0630173564753004,0.031177446102819237,3745,3015,1.0361818814923288e-08,e16,0.90703726,7.984564005985105,False,not_significant
Gap43,,3.0433178700456335e-09,7.2219105,-0.2262803,0.12710280373831775,0.08225538971807629,3745,3015,1.0810118684224592e-08,e16,,7.966169537904148,False,not_significant
Skp2,-0.2784041,3.3657196189308957e-09,26.24683,21.64058,0.16421895861148197,0.1111111111111111,3745,3015,1.1893371917672904e-08,e16,0.2784041,7.924695000080158,False,not_significant
Cd70,7.9271927,3.6215822770972715e-09,0.05256765,12.79503,0.014953271028037384,0.03714759535655058,3745,3015,1.2731541819486283e-08,e16,7.9271927,7.895118999084125,False,not_significant
Lrp1,-0.035230555,4.030544424156493e-09,34.570793,33.7368,0.3949265687583445,0.3061359867330017,3745,3015,1.4096570755255016e-08,e16,0.035230555,7.850886524451353,False,not_significant
Cxcr4,-0.53364706,4.299982894381856e-09,18.824839,13.004315,0.10467289719626169,0.062354892205638474,3745,3015,1.4962185377389926e-08,e16,0.53364706,7.825004968769329,False,not_significant
Crkl,-0.33076456,4.446158687411813e-09,20.841288,16.57122,0.20854472630173565,0.14892205638474296,3745,3015,1.531454658997402e-08,e16,0.33076456,7.814895856603883,False,not_significant
Nr4a2,-1.5942273,4.436315689844231e-09,9.734974,3.224219,0.10921228304405875,0.06699834162520729,3745,3015,1.531454658997402e-08,e16,1.5942273,7.814895856603883,True,downregulated
Stx1a,-0.28923056,4.952096730619702e-09,21.824135,17.859528,0.2571428571428571,0.191044776119403,3745,3015,1.6971507388354958e-08,e16,0.28923056,7.770279582468938,False,not_significant
Nhlh2,-0.12248743,5.892334819257298e-09,31.228128,28.686235,0.17676902536715622,0.11674958540630183,3745,3015,2.0092861733667386e-08,e16,0.12248743,7.696958204285569,False,not_significant
Mpped1,0.06506996,7.666479790331436e-09,45.425926,47.52168,0.5156208277703604,0.40829187396351574,3745,3015,2.6012632920428056e-08,e16,0.06506996,7.5848156875987325,False,not_significant
